requirement_id,document,spec_id,module_title,work_package,code_location,requirement_name,required_behavior,acceptance_intent,source_section,provisional_risk_class,authoritative_store,source_file
YLD-FR-002,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Actual yield source,Actual yield derives from authoritative measured/recorded output quantities and source/equipment/manual evidence.,No untraceable number.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-003,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Yield percentage,Calculate percentage of theoretical yield using validated decimal formula and explicit rounding.,Reproducible result.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-004,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Independent verification,"Where required, calculated yield is independently verified or verified per automated-equipment rule/profile.",Support applicable 211.103 workflow.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-005,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Phase yield,"Support multiple phase/stage calculations, not only final yield.",Process loss visible.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-006,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Yield limits,Released recipe defines min/max percentage or other acceptance rule and investigation trigger.,Out-of-limit automatic.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-007,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Automated calculation,"Automated calculation records input references, rule version, engine version and result; verifier sees inputs/result.",Transparent automation.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-008,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Manual calculation fallback,"If calculation manually entered/externally calculated, require source, reason/policy and verification; default prefer engine calculation.",Fallback controlled.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-009,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Material mass balance,Reconcile received/issued/dispensed/consumed/returned/rejected/destroyed/loss quantities for defined scope.,Material accountability.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-010,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Dispensing reconciliation,For each material requirement reconcile dispensed vs consumed/returned/approved loss.,Per-material closure.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-011,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Packaging material balance,Reconcile packaging components issued/used/rejected/returned/destroyed/samples.,Packaging accountability.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-012,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Label reconciliation,Consume Document 16 label counts and applicable waiver/profile rule.,Unified release blocker.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-013,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Device component reconciliation,For serialized/critical components reconcile issued/assembled/rejected/scrapped/returned where configured.,Component accountability.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-014,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Unit count reconciliation,Reconcile produced/accepted/rejected/reworked/sampled/scrapped packaged unit counts.,Finished quantity consistent.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-015,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Potency correction,Calculate required active material amount from released potency/assay result and formula/version.,Drug dispensing support.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-016,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Overage/excess,Recipe may define justified component excess/overage as released parameter; system distinguishes planned excess from variance.,No hidden overage.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-017,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Unit conversion,All calculations use controlled UOM service and explicit dimensional conversion.,No mixed-unit error.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-018,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Precision/rounding,"Each calculation has explicit decimal precision, rounding mode and stage.",No developer default.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-019,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Tolerance,Reconciliation defines absolute/percentage tolerance and inclusive/exclusive semantics.,Boundary deterministic.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-020,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Variance,Outside-tolerance result creates blocker and linked deviation/investigation according to profile.,No silent acceptance.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-021,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Approved loss,"Document controlled reasons/categories for process loss, sample, spill, reject, destruction; approval may be required.",Variance explained.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-022,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Correction,Input/result correction preserves original and automatically re-evaluates affected downstream yields/reconciliations/review.,Consistency maintained.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-023,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Snapshot rule version,Batch uses exact calculation/reconciliation rules included in issue snapshot.,Historical reproducibility.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-024,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Rework/reprocess accounting,Original and rework material/output remain linked; no double-counting.,True balance.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-025,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Partial batch/sub-lot,"Where supported, calculate and reconcile by defined scope and aggregate to parent.",Partial release support.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-026,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Serial/device scope,Unit count/component usage may aggregate serial-level data without losing exception visibility.,High-volume support.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-027,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,External inventory reconciliation,ERP/WMS quantity may be compared after GxP calculation; discrepancy flagged but ERP never overwrites GxP evidence automatically.,Boundary clear.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-028,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Review display,"QA sees source quantities, formulas, calculation versions, results, tolerances, variances and investigations.",Reviewable.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-029,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Release blocker,Required unresolved yield/reconciliation failures block release.,Quality gate.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-030,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Export,Final batch record includes yield and reconciliation results plus verification/signature and variance disposition.,211.188-style evidence support.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-031,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Calculation trace,"For every result retain input IDs/versions/values, calculation rule, engine version, time and verifier/signature if required.",Reproducible.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
YLD-FR-032,17,SPEC-EBMR-008,"Yield, Calculations & Manufacturing Reconciliation Specification",WP-03,services/gxp-api/src/modules/ebmr,Performance,Large serial/component reconciliations may run asynchronously but final state is versioned and release waits for current result.,Scale safe.,2. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_17_Yield_Calculations_Manufacturing_Reconciliation_v1_0_IMPLEMENTATION_READY.md
SUP-FR-001,18,SPEC-MAT-001,Procurement & Supplier Quality Specification,WP-04,services/gxp-api/src/modules/materials,Supplier master,"Maintain supplier legal identity, business name, addresses, sites, contacts, manufacturer-vs-distributor role, external IDs and lifecycle status.",One controlled supplier identity.,4. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_18_Procurement_Supplier_Quality_v1_0_IMPLEMENTATION_READY.md
SUP-FR-002,18,SPEC-MAT-001,Procurement & Supplier Quality Specification,WP-04,services/gxp-api/src/modules/materials,Manufacturer master,Separate actual manufacturer identity from commercial supplier/distributor where different.,Manufacturer genealogy exact.,4. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_18_Procurement_Supplier_Quality_v1_0_IMPLEMENTATION_READY.md
SUP-FR-003,18,SPEC-MAT-001,Procurement & Supplier Quality Specification,WP-04,services/gxp-api/src/modules/materials,Supplier qualification request,"Initiate qualification for supplier/site/material category with scope, risk, requested evidence and owner.",Qualification controlled.,4. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_18_Procurement_Supplier_Quality_v1_0_IMPLEMENTATION_READY.md
SUP-FR-004,18,SPEC-MAT-001,Procurement & Supplier Quality Specification,WP-04,services/gxp-api/src/modules/materials,Supplier risk classification,Classify supplier/material criticality using released risk methodology and product/profile applicability.,Controls proportional.,4. Functional Requirements,HIGHER_PROCESS_RISK (PROPOSED),"PostgreSQL (GxP Core, authoritative)",Document_18_Procurement_Supplier_Quality_v1_0_IMPLEMENTATION_READY.md
